time	message
2026.06.18 00:00:00	Compound governor tester state reset
2026.06.18 00:00:00	Robust regime tester state reset
2026.06.18 00:00:00	Prop mode enabled monitorOnly=no challengeRiskPct=0.500 phaseTargetPct=8.00 firmDailyLossPct=5.00 firmMaxDrawdownPct=10.00 ddIsTrailing=no
2026.06.18 00:00:00	Prop symbol specification symbol=XAUUSD contractSize=100.0000 tickSize=0.01000000 tickValue=0.01000000 tickValueProfit=0.01000000 tickValueLoss=0.01000000 cashPerPriceUnit=100.0000 volumeMin=0.0100 volumeStep=0.0100 volumeMax=5.0000 commissionPerLotUsd=7.00
2026.06.18 01:00:00	Monthly risk baseline reset month=202606 equity=50402.00
2026.06.18 01:01:00	M1 micro scalp blocked spread=1.43 max=0.25 prop=yes
2026.06.18 01:02:00	M1 micro scalp blocked spread=1.33 max=0.25 prop=yes
2026.06.18 01:03:00	M1 micro scalp blocked spread=1.20 max=0.25 prop=yes
2026.06.18 01:04:00	M1 micro scalp blocked spread=1.06 max=0.25 prop=yes
2026.06.18 01:05:00	M5 scalp blocked spread=0.85 max=0.35 prop=yes
2026.06.18 01:05:00	M1 micro scalp blocked spread=0.85 max=0.25 prop=yes
2026.06.18 01:06:00	M1 micro scalp blocked spread=0.75 max=0.25 prop=yes
2026.06.18 01:07:00	M1 micro scalp blocked spread=0.50 max=0.25 prop=yes
2026.06.18 01:08:00	M1 micro scalp blocked spread=0.56 max=0.25 prop=yes
2026.06.18 01:09:00	M1 micro scalp blocked spread=0.57 max=0.25 prop=yes
2026.06.18 01:10:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.95 avgAtr=4.76 atrRatio=0.62 min=0.75 max=1.70
2026.06.18 01:11:00	M1 micro scalp blocked volatilityRegime hour=1 atr=3.00 avgAtr=4.70 atrRatio=0.64 min=0.75 max=1.70
2026.06.18 01:12:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.98 avgAtr=4.64 atrRatio=0.64 min=0.75 max=1.70
2026.06.18 01:13:00	M1 micro scalp blocked volatilityRegime hour=1 atr=3.11 avgAtr=4.63 atrRatio=0.67 min=0.75 max=1.70
2026.06.18 01:14:00	M1 micro scalp blocked volatilityRegime hour=1 atr=3.12 avgAtr=4.60 atrRatio=0.68 min=0.75 max=1.70
2026.06.18 01:16:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.73 avgAtr=4.48 atrRatio=0.61 min=0.75 max=1.70
2026.06.18 01:17:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.63 avgAtr=4.38 atrRatio=0.60 min=0.75 max=1.70
2026.06.18 01:18:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.67 avgAtr=4.36 atrRatio=0.61 min=0.75 max=1.70
2026.06.18 01:19:00	M1 micro scalp blocked spread=0.26 max=0.25 prop=yes
2026.06.18 01:20:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.75 avgAtr=4.26 atrRatio=0.64 min=0.75 max=1.70
2026.06.18 01:21:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.49 avgAtr=4.25 atrRatio=0.59 min=0.75 max=1.70
2026.06.18 01:22:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.57 avgAtr=4.23 atrRatio=0.61 min=0.75 max=1.70
2026.06.18 01:23:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.47 avgAtr=4.21 atrRatio=0.59 min=0.75 max=1.70
2026.06.18 01:24:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.33 avgAtr=4.17 atrRatio=0.56 min=0.75 max=1.70
2026.06.18 01:25:00	M5 scalp blocked volatilityRegime hour=1 atr=6.48 avgAtr=10.07 atrRatio=0.64 min=0.70 max=1.80
2026.06.18 01:25:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.31 avgAtr=4.13 atrRatio=0.56 min=0.75 max=1.70
2026.06.18 01:26:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.45 avgAtr=4.09 atrRatio=0.60 min=0.75 max=1.70
2026.06.18 01:27:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.55 avgAtr=4.07 atrRatio=0.63 min=0.75 max=1.70
2026.06.18 01:28:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.66 avgAtr=4.06 atrRatio=0.66 min=0.75 max=1.70
2026.06.18 01:29:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.52 avgAtr=4.01 atrRatio=0.63 min=0.75 max=1.70
2026.06.18 01:31:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.50 avgAtr=3.91 atrRatio=0.64 min=0.75 max=1.70
2026.06.18 01:32:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.49 avgAtr=3.87 atrRatio=0.64 min=0.75 max=1.70
2026.06.18 01:33:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.45 avgAtr=3.79 atrRatio=0.65 min=0.75 max=1.70
2026.06.18 01:34:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.21 avgAtr=3.72 atrRatio=0.59 min=0.75 max=1.70
2026.06.18 01:35:00	M5 scalp blocked volatilityRegime hour=1 atr=5.36 avgAtr=10.07 atrRatio=0.53 min=0.70 max=1.80
2026.06.18 01:35:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.17 avgAtr=3.65 atrRatio=0.60 min=0.75 max=1.70
2026.06.18 01:36:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.08 avgAtr=3.59 atrRatio=0.58 min=0.75 max=1.70
2026.06.18 01:37:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.01 avgAtr=3.54 atrRatio=0.57 min=0.75 max=1.70
2026.06.18 01:38:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.09 avgAtr=3.50 atrRatio=0.60 min=0.75 max=1.70
2026.06.18 01:39:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.19 avgAtr=3.49 atrRatio=0.63 min=0.75 max=1.70
2026.06.18 01:40:00	M5 scalp blocked volatilityRegime hour=1 atr=5.27 avgAtr=10.04 atrRatio=0.52 min=0.70 max=1.80
2026.06.18 01:40:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.12 avgAtr=3.42 atrRatio=0.62 min=0.75 max=1.70
2026.06.18 01:41:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.82 avgAtr=3.38 atrRatio=0.54 min=0.75 max=1.70
2026.06.18 01:42:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.64 avgAtr=3.29 atrRatio=0.50 min=0.75 max=1.70
2026.06.18 01:43:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.55 avgAtr=3.24 atrRatio=0.48 min=0.75 max=1.70
2026.06.18 01:44:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.56 avgAtr=3.21 atrRatio=0.49 min=0.75 max=1.70
2026.06.18 01:46:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.49 avgAtr=3.14 atrRatio=0.48 min=0.75 max=1.70
2026.06.18 01:47:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.54 avgAtr=3.09 atrRatio=0.50 min=0.75 max=1.70
2026.06.18 01:48:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.54 avgAtr=3.04 atrRatio=0.51 min=0.75 max=1.70
2026.06.18 01:49:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.55 avgAtr=3.00 atrRatio=0.52 min=0.75 max=1.70
2026.06.18 01:50:00	M5 scalp blocked volatilityRegime hour=1 atr=5.04 avgAtr=10.04 atrRatio=0.50 min=0.70 max=1.80
2026.06.18 01:50:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.68 avgAtr=2.98 atrRatio=0.56 min=0.75 max=1.70
2026.06.18 01:51:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.90 avgAtr=2.96 atrRatio=0.64 min=0.75 max=1.70
2026.06.18 01:52:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.77 avgAtr=2.88 atrRatio=0.61 min=0.75 max=1.70
2026.06.18 01:53:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.71 avgAtr=2.84 atrRatio=0.60 min=0.75 max=1.70
2026.06.18 01:54:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.76 avgAtr=2.80 atrRatio=0.63 min=0.75 max=1.70
2026.06.18 01:55:00	M5 scalp blocked volatilityRegime hour=1 atr=5.02 avgAtr=10.03 atrRatio=0.50 min=0.70 max=1.80
2026.06.18 01:55:00	M1 micro scalp blocked volatilityRegime hour=1 atr=1.90 avgAtr=2.78 atrRatio=0.68 min=0.75 max=1.70
2026.06.18 01:56:00	M1 micro scalp blocked volatilityRegime hour=1 atr=2.07 avgAtr=2.79 atrRatio=0.74 min=0.75 max=1.70
2026.06.18 01:57:00	M1 micro scalp blocked reason=no_setup hour=1 close=4268.67 ema21=4266.24 vwap=4265.32 low=4268.42 high=4269.59 spread=0.21 longPullback=no shortPullback=no
2026.06.18 01:58:00	M1 micro scalp blocked reason=no_setup hour=1 close=4267.89 ema21=4266.39 vwap=4265.35 low=4267.24 high=4268.75 spread=0.21 longPullback=no shortPullback=no
2026.06.18 01:59:00	M1 micro scalp blocked dir=1 hour=1 spread=0.21 adx=24.13 minAdx=18.00 adxOk=yes diGap=10.16 minDiGap=4.00 diOk=no h1=no m15=no m15Long=no m15Short=yes m5=no m5Long=no m5Short=no atr=2.06 atrRatio=0.76 atrOk=yes zone=yes hourOk=no
2026.06.18 02:01:00	M1 micro scalp blocked reason=no_setup hour=2 close=4265.46 ema21=4266.38 vwap=4265.40 low=4264.41 high=4267.18 spread=0.21 longPullback=no shortPullback=no
2026.06.18 02:02:00	M1 micro scalp blocked dir=-1 hour=2 spread=0.21 adx=32.11 minAdx=18.00 adxOk=yes diGap=24.54 minDiGap=4.00 diOk=yes h1=yes m15=yes m15Long=no m15Short=yes m5=no m5Long=no m5Short=no atr=2.03 atrRatio=0.78 atrOk=yes zone=yes hourOk=no
2026.06.18 02:03:00	M1 micro scalp blocked volatilityRegime hour=2 atr=1.92 avgAtr=2.59 atrRatio=0.74 min=0.75 max=1.70
2026.06.18 02:04:00	M1 micro scalp blocked volatilityRegime hour=2 atr=1.81 avgAtr=2.57 atrRatio=0.70 min=0.75 max=1.70
2026.06.18 02:05:00	M5 scalp blocked volatilityRegime hour=2 atr=4.97 avgAtr=10.01 atrRatio=0.50 min=0.70 max=1.80
