report,net_profit,profit_factor,expected_payoff,total_trades,win_rate_pct,loss_rate_pct,profit_trades,loss_trades,max_balance_drawdown_pct,max_equity_drawdown_pct,gross_profit,gross_loss
GoldBot-fundingpips-phase1-improved-2025h2-50000.htm,-4004.88,0.63,-97.68,41,53.66,46.34,22,19,15.85,16.27,6865.79,-10870.67
