time	message
2026.03.02 00:00:00	Tester chain state imported originalChallengeBalance=50000.00 testerStartBalance=50118.00 file=GoldBot/fundingpips-chain-state.csv
2026.03.02 00:00:00	Prop mode enabled monitorOnly=no challengeRiskPct=0.500 phaseTargetPct=8.00 firmDailyLossPct=5.00 firmMaxDrawdownPct=10.00 ddIsTrailing=no
2026.03.02 00:00:00	Prop symbol specification symbol=XAUUSD contractSize=100.0000 tickSize=0.01000000 tickValue=0.01000000 tickValueProfit=0.01000000 tickValueLoss=0.01000000 cashPerPriceUnit=100.0000 volumeMin=0.0100 volumeStep=0.0100 volumeMax=5.0000 commissionPerLotUsd=7.00
2026.03.02 01:01:00	Monthly risk baseline reset month=202603 equity=50118.00
2026.03.02 01:01:00	SMC candidate h4=no h1=no m15=yes dir=1 h4Dir=1 h1Dir=1 m15Dir=1 smcScore=25.00 fvg=yes ob=yes h4PD=no h4Sweep=no h4Disp=yes h4Bos=yes h4Overlap=no h1Aligned=yes h1Sweep=no h1Disp=no h1Bos=yes h1Overlap=no m15Sweep=no m15RecentSweep=no m15Disp=no m15Bos=yes m15HasZone=yes m15Overlap=no m15Retest=yes m15Sequence=no
2026.03.02 01:01:00	SMC setup allocation blocked reason=hour dir=1 hour=1 allowedLong=7;12;18 allowedShort=99 score=25.00
2026.03.02 01:02:00	M1 micro scalp blocked spread=6.99 max=0.25 prop=yes
2026.03.02 01:03:00	M1 micro scalp blocked spread=3.59 max=0.25 prop=yes
2026.03.02 01:04:00	M1 micro scalp blocked spread=3.20 max=0.25 prop=yes
2026.03.02 01:05:00	M5 scalp blocked spread=4.99 max=0.35 prop=yes
2026.03.02 01:05:00	M1 micro scalp blocked spread=4.99 max=0.25 prop=yes
2026.03.02 01:06:00	M1 micro scalp blocked spread=3.44 max=0.25 prop=yes
2026.03.02 01:07:00	M1 micro scalp blocked spread=3.16 max=0.25 prop=yes
2026.03.02 01:08:00	M1 micro scalp blocked spread=3.27 max=0.25 prop=yes
2026.03.02 01:09:00	M1 micro scalp blocked spread=3.14 max=0.25 prop=yes
2026.03.02 01:10:00	M5 scalp blocked spread=3.26 max=0.35 prop=yes
2026.03.02 01:10:00	M1 micro scalp blocked spread=3.26 max=0.25 prop=yes
2026.03.02 01:11:00	M1 micro scalp blocked spread=3.26 max=0.25 prop=yes
2026.03.02 01:12:00	M1 micro scalp blocked spread=3.26 max=0.25 prop=yes
2026.03.02 01:13:00	M1 micro scalp blocked spread=3.46 max=0.25 prop=yes
2026.03.02 01:14:00	M1 micro scalp blocked spread=3.32 max=0.25 prop=yes
2026.03.02 01:16:00	M1 micro scalp blocked spread=3.26 max=0.25 prop=yes
2026.03.02 01:17:00	M1 micro scalp blocked spread=3.28 max=0.25 prop=yes
2026.03.02 01:18:00	M1 micro scalp blocked spread=3.36 max=0.25 prop=yes
2026.03.02 01:19:00	M1 micro scalp blocked spread=3.42 max=0.25 prop=yes
2026.03.02 01:20:00	M5 scalp blocked spread=3.25 max=0.35 prop=yes
2026.03.02 01:20:00	M1 micro scalp blocked spread=3.25 max=0.25 prop=yes
2026.03.02 01:21:00	M1 micro scalp blocked spread=3.11 max=0.25 prop=yes
2026.03.02 01:22:00	M1 micro scalp blocked spread=3.25 max=0.25 prop=yes
2026.03.02 01:23:00	M1 micro scalp blocked spread=4.92 max=0.25 prop=yes
2026.03.02 01:24:00	M1 micro scalp blocked spread=3.66 max=0.25 prop=yes
2026.03.02 01:25:00	M5 scalp blocked spread=0.82 max=0.35 prop=yes
2026.03.02 01:25:00	M1 micro scalp blocked spread=0.82 max=0.25 prop=yes
2026.03.02 01:26:00	M1 micro scalp blocked spread=0.60 max=0.25 prop=yes
2026.03.02 01:27:00	M1 micro scalp blocked spread=0.96 max=0.25 prop=yes
2026.03.02 01:28:00	M1 micro scalp blocked spread=0.71 max=0.25 prop=yes
2026.03.02 01:29:00	M1 micro scalp blocked spread=0.62 max=0.25 prop=yes
2026.03.02 01:31:00	M1 micro scalp blocked spread=1.92 max=0.25 prop=yes
2026.03.02 01:32:00	M1 micro scalp blocked spread=1.69 max=0.25 prop=yes
2026.03.02 01:33:00	M1 micro scalp blocked spread=2.49 max=0.25 prop=yes
2026.03.02 01:34:00	M1 micro scalp blocked spread=2.31 max=0.25 prop=yes
2026.03.02 01:35:00	M5 scalp blocked spread=1.88 max=0.35 prop=yes
2026.03.02 01:35:00	M1 micro scalp blocked spread=1.88 max=0.25 prop=yes
2026.03.02 01:36:02	M1 micro scalp blocked spread=1.05 max=0.25 prop=yes
2026.03.02 01:37:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:38:00	M1 micro scalp blocked spread=0.94 max=0.25 prop=yes
2026.03.02 01:39:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:40:00	M5 scalp blocked spread=0.93 max=0.35 prop=yes
2026.03.02 01:40:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:41:00	M1 micro scalp blocked spread=0.94 max=0.25 prop=yes
2026.03.02 01:42:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:43:00	M1 micro scalp blocked spread=1.09 max=0.25 prop=yes
2026.03.02 01:44:00	M1 micro scalp blocked spread=1.31 max=0.25 prop=yes
2026.03.02 01:46:00	M1 micro scalp blocked spread=1.20 max=0.25 prop=yes
2026.03.02 01:47:00	M1 micro scalp blocked spread=0.98 max=0.25 prop=yes
2026.03.02 01:48:00	M1 micro scalp blocked spread=0.94 max=0.25 prop=yes
2026.03.02 01:49:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:50:00	M5 scalp blocked spread=0.93 max=0.35 prop=yes
2026.03.02 01:50:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:51:00	M1 micro scalp blocked spread=0.94 max=0.25 prop=yes
2026.03.02 01:52:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:53:00	M1 micro scalp blocked spread=0.95 max=0.25 prop=yes
2026.03.02 01:54:00	M1 micro scalp blocked spread=0.97 max=0.25 prop=yes
2026.03.02 01:55:00	M5 scalp blocked spread=0.93 max=0.35 prop=yes
2026.03.02 01:55:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:56:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:57:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 01:58:00	M1 micro scalp blocked spread=1.04 max=0.25 prop=yes
2026.03.02 01:59:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 02:01:00	M1 micro scalp blocked spread=0.94 max=0.25 prop=yes
2026.03.02 02:02:00	M1 micro scalp blocked spread=1.15 max=0.25 prop=yes
2026.03.02 02:03:00	M1 micro scalp blocked spread=0.92 max=0.25 prop=yes
2026.03.02 02:04:00	M1 micro scalp blocked spread=1.16 max=0.25 prop=yes
2026.03.02 02:05:00	M5 scalp blocked spread=1.16 max=0.35 prop=yes
2026.03.02 02:05:00	M1 micro scalp blocked spread=1.16 max=0.25 prop=yes
2026.03.02 02:06:00	M1 micro scalp blocked spread=1.07 max=0.25 prop=yes
2026.03.02 02:07:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 02:08:00	M1 micro scalp blocked spread=0.95 max=0.25 prop=yes
2026.03.02 02:09:00	M1 micro scalp blocked spread=0.93 max=0.25 prop=yes
2026.03.02 02:10:00	M5 scalp blocked spread=1.10 max=0.35 prop=yes
2026.03.02 02:10:00	M1 micro scalp blocked spread=1.10 max=0.25 prop=yes
2026.03.02 02:11:00	M1 micro scalp blocked spread=0.99 max=0.25 prop=yes
