report,net_profit,profit_factor,expected_payoff,total_trades,win_rate_pct,loss_rate_pct,profit_trades,loss_trades,max_balance_drawdown_pct,max_equity_drawdown_pct,gross_profit,gross_loss
GoldBot-fundingpips-slwide-smcnorm-base-50000-6m.htm,3043.92,1.12,32.73,93,61.29,38.71,57,36,25.43,26.92,28936.24,-25892.32
